title,doi,year,target,reasoning,alternatives,CHEMICAL HARM
Effects of insecticides used in corn on immature stages of Trichogramma atopovirilia (Hymenoptera: Trichogrammatidae),10.25100/socolen.v39i2.8236,2013,chlorpyrifos,"The abstract compares the toxicity of several insecticides to Trichogramma atopovirilia, classifying imidacloprid/ß-cyfluthrin, novaluron, and triflumuron as harmless (class 1), spinosad and chlorfenapyr as slightly harmful (class 2), and chlorpyrifos as harmful (class 4). This indicates that imidacloprid/ß-cyfluthrin, novaluron, and triflumuron have safety advantages over chlorpyrifos, suggesting they could be safer alternatives.",imidacloprid/ß-cyfluthrin; novaluron; triflumuron,harmful to the parasitoid Trichogramma atopovirilia
The persistence and activity of permethrin and chlorpyrifos-methyl sprays on jute and woven polypropylene bags,10.1016/0022-474X(87)90021-X,1987,chlorpyrifos,"The abstract compares permethrin and chlorpyrifos-methyl, stating that permethrin was more effective for beetle control and resulted in less residue in the grain than chlorpyrifos-methyl. This indicates a safety advantage in terms of lower residue levels, which can be reasonably interpreted as a safer alternative to chlorpyrifos-methyl.",permethrin,
Toxicidade de produtos fitossanitários utilizados na cultura do cafeeiro a larvas de Chrysoperla externa (Hagen) (Neuroptera: Chrysopidae) e efeitos sobre as fases subseqüentes do desenvolvimento do predador,10.1590/S1519-566X2005000600012,2005,chlorpyrifos,"The abstract indicates that endosulfan, sulphur, azocyclotin, and copper oxichloride were harmless to the first-instar larvae of Chrysoperla externa and did not affect subsequent developmental stages. This suggests that these substances are safer alternatives to chlorpyrifos, which was harmful to the same larvae. Therefore, these alternatives can be interpreted as safer options in the context of pest management.",endosulfan; sulphur; azocyclotin; copper oxichloride,"harmful to first-instar larvae of Chrysoperla externa (E > 99%), toxic to second and third-instar larvae of Chrysoperla externa"
Impairment induced due to oganophosphate compounds in some blood biochemical indices of fingerlings of Cyprinus carpio var. communis,10.18805/ijar.b-3662,2019,chlorpyrifos,"The abstract compares the effects of chlorpyrifos and dimethoate on blood biochemical parameters, indicating that chlorpyrifos alters these indices more profoundly than dimethoate. This suggests that dimethoate may be a safer alternative to chlorpyrifos due to its comparatively lesser impact on fish health.",dimethoate,"acute toxicity to fish (LC50 of 3.8 ppb), alteration of blood biochemical parameters in fish, increase in liver enzymes (AAT, ALT, SB, LDH), increase in serum glucose, decrease in total protein, serum albumin, serum globulin, serum bilirubin, and serum cholesterol, intense harm to fish health"
Factors involved in the differential acute toxicity of the insecticides chlorpyrifos and methyl chlorpyrifos in mice.,10.1016/0041-008X(82)90372-6,1982,chlorpyrifos,"The abstract presents methyl chlorpyrifos as having a much higher LD50 (2325 mg/kg) compared to chlorpyrifos (192 mg/kg), indicating lower acute toxicity. It also states that methyl chlorpyrifos requires much higher brain concentrations to achieve the same cholinesterase inhibition as chlorpyrifos, suggesting lower potency and toxicity. These points clearly indicate methyl chlorpyrifos as a safer alternative to chlorpyrifos.",methyl chlorpyrifos,"acute toxicity, hepatic glutathione (GSH) depletion, inhibition of brain and plasma cholinesterase, inhibition of brain and liver nonspecific esterase activities"
"Function and insecticidal activity of bacteria associated with papaya mealybug, Paracoccus marginatus Williams & Granara de Willink (Hemiptera: Pseudococcidae)",10.1080/09583157.2020.1765983,2020,chlorpyrifos,"The abstract explicitly states that the application of bacterial isolates resulted in significantly higher mealybug mortality compared to chlorpyrifos, indicating a safety advantage. This suggests that these bacterial isolates could be considered a safer alternative to chlorpyrifos in controlling mealybug populations.",bacterial isolates,
Evaluation of chlorpyrifos and Beauveria bassiana as a strategy in the Egyptian sugar beet fields: impact on Spodoptera littoralis (Boisduval) and its associated predators populations and the sugar beetroot yield,10.1186/s41938-023-00744-6,2023,chlorpyrifos,"The abstract explicitly compares chlorpyrifos and Beauveria bassiana, indicating that chlorpyrifos significantly reduces predator populations while B. bassiana only slightly affects them. It recommends B. bassiana over chlorpyrifos due to lower risk to associated insect predators and improved sugar beet quality and quantity, thus presenting B. bassiana as a safer alternative to chlorpyrifos.",Beauveria bassiana,"detrimental effect on Spodoptera littoralis larval population, significant reduction of associated predator populations (coccinellid, chrysopid, and formicid predators), chemical hazards toward associated predators"
Comparative teratogenicity of chlorpyrifos and malathion on Xenopus laevis development.,10.1016/J.AQUATOX.2004.09.007,2004,chlorpyrifos,"The abstract provides a comparison of the teratogenicity of chlorpyrifos (CPF) and malathion (MTN), indicating that CPF has a significantly higher teratogenicity (TC50 of 161.54μg/l) compared to MTN (TC50 of 2394.01μg/l), suggesting that MTN is a safer alternative to CPF in terms of embryotoxic potential. This clear safety comparison supports the conclusion that malathion is a safer option than chlorpyrifos.",malathion,"teratogenicity, muscular damage, inhibition of acetylcholinesterase, potential induction of congenital muscular dystrophy"
Croton campestris A. St.-Hill Methanolic Fraction in a Chlorpyrifos-Induced Toxicity Model in Drosophila melanogaster: Protective Role of Gallic Acid,10.1155/2020/3960170,2020,chlorpyrifos,"The abstract discusses the protective effect of the methanolic fraction of Croton campestris A. St.-Hill (MFCC) against the toxicity induced by chlorpyrifos (CP). It indicates that MFCC, particularly gallic acid, can block the toxic effects of CP, suggesting it may serve as a safer alternative in the context of organophosphate poisoning.",gallic acid,"mortality, impairments in locomotor performance, increased reactive oxygen species, lipoperoxidation, inhibition of acetylcholinesterase activity, induction of superoxide dismutase activity, induction of glutathione S-transferase activity"
Seed Coating Technologies and Treatments for Onion: Challenges and Progress,10.21273/HORTSCI.36.2.199,2001,chlorpyrifos,"The abstract explicitly states that cyromazine, an insect growth regulator, is environmentally safe, has low mammalian toxicity, and is relatively nontoxic to beneficial insects, contrasting with the toxic pesticide chlorpyrifos. It also mentions that cyromazine's efficacy is comparable to chlorpyrifos, indicating it as a safer alternative for controlling onion maggot.",cyromazine,
"Acute toxicity of two organophosphorus pesticides to the early-life stage offlathead grey mullet, Mugil cephalus (Linnaeus, 1758)",10.56042/ijms.v50i07.34076,2021,chlorpyrifos,"The abstract presents a clear comparison of the acute toxicity of chlorpyrifos (CPF) and dimethoate (DMT) to the early-life stage of flathead grey mullet. It indicates that CPF is highly toxic with a 96 h LC50 of 3.45 μg/L, while DMT has a significantly higher LC50 of 854.10 μg/L, suggesting that DMT is a safer alternative to CPF due to its lower toxicity.",dimethoate,acute toxicity to early-life stage fish (flathead grey mullet)
Effect of Chrysin and Chrysin Nanocrystals on Chlorpyrifos-Induced Dysfunction of the Hypothalamic-Pituitary-Testicular Axis in Rats.,10.2174/0118761429305457240826093330,2024,chlorpyrifos,"The abstract indicates that chrysin nanocrystals (CHN) have protective effects against the adverse impacts of chlorpyrifos (CPF) on reproductive health, suggesting that CHN may serve as a safer alternative due to its antioxidant and anti-inflammatory properties that counteract CPF-induced damage. This implies a safety advantage over chlorpyrifos, as CHN mitigates its harmful effects.",chrysin nanocrystals,"reproductive toxicity, reduction in Luteinizing Hormone (LH), reduction in serum testosterone, reduction in Follicle-Stimulating Hormone (FSH), reduction in testicular enzyme biomarkers, oxidative stress (increased malondialdehyde, decreased glutathione), inflammation (increased nitric oxide, interleukin-6, tumor necrosis factor-alpha), histopathological damage to hypothalamus, testes, and epididymis"
Evaluation of core cultivation practices to reduce ecological risk of pesticides in runoff from Agrostis palustris,10.1002/etc.179,2010,chlorpyrifos,"The abstract discusses the comparison of solid tine (ST) and hollow tine (HT) core cultivation practices in reducing pesticide transport in runoff. It indicates that HT core cultivation reduces pesticide concentrations to levels below the LC50 and EC50 for aquatic organisms, thus implying a safer alternative to the conventional ST core cultivation method, which is associated with higher environmental risks.",,toxicity to aquatic organisms
"Field Evaluation of Some Insecticides on some Cowpea Pests and Their Side Effect on Associated Predator (Chrysoperla carnea, steph.).",10.21608/jppp.2017.46207,2017,chlorpyrifos,"The abstract compares the toxicity of several insecticides to the predator Chrysoperla carnea and notes that chlorpyrifos, lufenuron, and emamectin benzoate were the most toxic, while Kz oil and Metahrizum ansoplia were less toxic to the predator. This indicates a safety advantage of Kz oil and Metahrizum ansoplia relative to chlorpyrifos, suggesting they could be safer alternatives.",Kz oil; Metahrizum ansoplia,toxicity to predator Green lacewing (C. carnea)
"Toxicity and safety evaluation of five insecticides on egg parasitoid, Trichogramma evanescens Westwood.",10.3724/SP.J.1011.2009.00715,2010,chlorpyrifos,"The abstract explicitly states that Bacillus thuringiensis and acetamiprid are non-toxic or low toxic to Trichogramma evanescens, with low effects on longevity and parasitism, and short residual toxicity, whereas chlorpyrifos is highly toxic with a long residual effect. It concludes that Bacillus thuringiensis and acetamiprid are ideal agents compatible with wasps and suggests restricting chlorpyrifos use, indicating these two as safer alternatives.",Bacillus thuringiensis; acetamiprid,"high toxicity to adult parasitoid Trichogramma evanescens, high toxicity to immature parasitoid Trichogramma evanescens, long residual toxicity (still very high after 10 days)"
Does Leptinotarsa decemlineata larval survival after pesticide treatment depend on microbiome composition?,10.1002/ps.7694,2023,chlorpyrifos,"The abstract indicates that larvae treated with Lactococcus lactis had 5-fold lower mortality rates than untreated larvae, suggesting that L. lactis may help overcome the toxic effects of chlorpyrifos. This implies that L. lactis could be considered a safer alternative to chlorpyrifos due to its ability to reduce mortality associated with chlorpyrifos exposure.",Lactococcus lactis,
Diphenyl diselenide abrogates brain oxidative injury and neurobehavioural deficits associated with pesticide chlorpyrifos exposure in rats.,10.1016/j.cbi.2018.09.016,2018,chlorpyrifos,"The abstract discusses the neuroprotective effects of diphenyl diselenide (DPDS) in the context of chlorpyrifos (CPF) exposure, indicating that DPDS may mitigate the harmful effects associated with CPF. It suggests that DPDS could serve as a promising chemotherapeutic agent against brain injury resulting from CPF exposure, implying a safer alternative to chlorpyrifos.",diphenyl diselenide,"neurodevelopmental toxicity, locomotor and motor deficits, decrease in acetylcholinesterase activity, decrease in antioxidant enzymes activities, increase in myeloperoxidase activity, increase in lipid peroxidation level, neuronal degeneration in cerebral cortex, dentate gyrus, and cornu ammonis3"
Toxicodynamics of Chlorpyrifos and “Ivin” Combined Action under Prolonged Admission,10.33273/2663-4570-2020-89-2-5-13,2020,chlorpyrifos,"The abstract indicates that the combined action of Chlorpyrifos and 'Ivin' reduces the hepatotoxic and anticholinergic effects of Chlorpyrifos, suggesting that 'Ivin' may serve as a safer alternative by mitigating the harmful effects associated with Chlorpyrifos. This implies a safety advantage in the context of using 'Ivin' alongside Chlorpyrifos.",Ivin,"weak hepatotoxic effect, moderate anticholinesterase effect"
Recommended dosage and environmental risk assessment of insecticides registered on main pyralid borers in China,10.1002/npp2.70017,2025,chlorpyrifos,"The abstract discusses various insecticides and mentions that bisultap, cartap, monosultap, dimethoate, and phoxim exhibited lower risk in certain application scenarios compared to chlorpyrifos. This indicates that these alternatives may be considered safer than chlorpyrifos in specific contexts, particularly regarding environmental risk.",bisultap; cartap; monosultap; dimethoate; phoxim,
Effects of Some Entomopathogen Fungi on Apis mellifera L. and Bombus terrestris L.,10.19113/SDUFENBED.477889,2019,chlorpyrifos,"The abstract compares the effects of entomopathogenic fungi (Beaveria bassiana, Verticillium lecanii, Metarhizium anisopliae) with chlorpyrifos-ethyl on Apis mellifera and Bombus terrestris. It reports that the fungi have very low or no adverse effects on bee movement and survival, whereas chlorpyrifos-ethyl severely impairs movement and causes high mortality. This indicates that the fungi are safer alternatives to chlorpyrifos-ethyl.",Beauveria bassiana; Verticillium lecanii; Metarhizium anisopliae,"toxicity to Apis mellifera (honey bees) affecting movement, toxicity to Bombus terrestris (bumble bees) affecting movement, lethality to both Apis mellifera and Bombus terrestris upon spraying"
The Effect of Chemicals of Plant Protection Products on Soil Microbiocenoses,10.48077/scihor.24(9).2021.26-35,2022,chlorpyrifos,"The abstract compares the effects of cymoxanil with dimetomorph and chlorpyrifos-methyl on soil microbiocenosis, indicating that cymoxanil with dimetomorph has lower soil phytotoxicity and less impact on microbial biomass. This suggests that cymoxanil with dimetomorph is a safer alternative to chlorpyrifos-methyl.",cymoxanil; dimetomorph,
The Potential for Using Ozone to Decrease Pesticide Residues in Honey Bee Comb,10.12735/AS.V1I1P01,2013,chlorpyrifos,"The abstract indicates that ozone significantly reduced chlorpyrifos contamination in honeycomb, suggesting that ozone could serve as a safer alternative to chlorpyrifos by effectively eliminating its residues. The mention of ozone's potential to lower pesticide residues implies a safety advantage over chlorpyrifos, which is a persistent pesticide that can accumulate and harm bees.",ozone,
Mortality of Nymphal Instars of Anthocoris nemoralis (Heteroptera: Anthocoridae) Exposed to different Insecticides under Laboratory Conditions,10.7176/jstr/6-09-10,2020,chlorpyrifos,"The abstract indicates that diflubenzuron and spinetoram cause lower mortality rates in the predatory bug Anthocoris nemoralis compared to chlorpyrifos, suggesting they are safer alternatives. Specifically, chlorpyrifos resulted in a mortality rate of 96.66%, while diflubenzuron resulted in a lower mortality rate of 76.66%. This comparison clearly indicates that these alternatives are less harmful to the beneficial insect.",diflubenzuron; spinetoram,high mortality to predatory insect Anthocoris nemoralis (96.66% mortality in 3rd nymphal instars)
Evaluation of hesperidin as a potential larvicide against Culex pipiens with computational prediction of its mode of action via molecular docking,10.1038/s41598-025-85760-2,2025,chlorpyrifos,"The abstract explicitly compares hesperidin to chlorpyrifos, showing that hesperidin has a slightly better larvicidal efficacy (LC50 570.3 µg/mL vs. 588.3 µg/mL for chlorpyrifos) and describes hesperidin as a 'promising, environmentally friendly alternative to synthetic insecticides.' This indicates a safety advantage and positions hesperidin as a safer alternative to chlorpyrifos.",hesperidin,
Neuroprotective effect of olive leaf extract in the mouse neuroblastoma cell line (NB2a): A good model to evaluate the neuroprotective effects of natural products,10.5455/medscience.2024.07.082,2024,chlorpyrifos,"The abstract indicates that olive leaf extract (OLE) significantly reversed the inhibition of neurite outgrowth caused by chlorpyrifos exposure, suggesting a neuroprotective effect. This implies that OLE may serve as a safer alternative to chlorpyrifos in the context of neuroprotection against pesticide-induced neurotoxicity.",olive leaf extract (OLE),"neurotoxicity, increased risk of neurodegenerative diseases (e.g., Alzheimer's and Parkinson's diseases)"
Hepatoprotective effect of geraniol against chlorpyrifos ethyl-induced liver injury: an experimental animal study,10.1186/s40360-025-00981-5,2025,chlorpyrifos,"The abstract indicates that geraniol has protective effects against liver injury induced by chlorpyrifos ethyl (CE), suggesting that geraniol may serve as a safer alternative due to its ability to ameliorate the harmful effects of CE. The results show that geraniol administration led to lower levels of liver injury-related parameters compared to those exposed only to CE, indicating a safety advantage.",geraniol,"hepatotoxicity, oxidative stress, suppression of antioxidant system"
Evaluation of the effects of chlorpyrifos combined with lipopolysaccharide stress on neuroinflammation and spatial memory in neonatal rats.,10.1016/j.tox.2018.09.008,2018,chlorpyrifos,"The abstract indicates that H2-inhalation reduced neuronal damage and behavioral abnormalities caused by CPF and LPS exposure, suggesting it may serve as a safer alternative to chlorpyrifos due to its therapeutic potential in mitigating the harmful effects associated with CPF.",H2 (hydrogen),"immune system weakening in children, increased vulnerability to opportunistic bacterial infection, long-lasting spatial memory deficits during brain maturation, severe long-term brain damage when combined with bacterial infection (LPS)"
Time-dependent mortality and behavioral response of Odontotermes obesus (Blattodea: Termitidae) against different dose rates of pesticides for sustainable forest management,10.3389/ffgc.2023.1257418,2023,chlorpyrifos,"The abstract indicates that chlorantraniliprole is the most effective pesticide against termite workers and suggests that it has a longer duration of moribund symptoms compared to chlorpyrifos. The overall order of toxicity places chlorantraniliprole as less toxic than chlorpyrifos, which implies it is a safer alternative.",chlorantraniliprole,"intoxication, ataxia, moribundity, death"
Compatibility of synthetic and biological pesticides with a biocontrol agent Phytoseiulus longipes (Acari: Phytoseiidae),10.1007/s10493-024-00926-3,2024,chlorpyrifos,"The abstract discusses various pesticides and their effects on the predatory mite P. longipes, specifically noting that chlorpyrifos is highly harmful and has high persistence. In contrast, azadirachtin and H. thompsonii are mentioned as having less harmful effects, with azadirachtin showing no harmful effect after 4 days. This indicates that azadirachtin could be interpreted as a safer alternative to chlorpyrifos.",azadirachtin,"highly harmful to eggs and adults of P. longipes, high persistence (harmful effects remain high even after 31 days of application)"
Contact Toxicity of Insecticides and Biopesticides to Trichogramma Chilonis Ishii. (Hymenoptera: Trichogrammatidae) under Laboratory Condition,10.21203/rs.3.rs-1091845/v1,2021,chlorpyrifos,"The abstract compares the toxicity of various insecticides and biopesticides to Trichogramma chilonis, noting that chlorpyrifos is highly lethal while certain biopesticides (Metarhizium anisopliae, Beauveria bassiana, Metarhizium rileyi) are innocuous. It suggests these biopesticides can be used in IPM programs without harming the parasitoid, implying a safety advantage over chlorpyrifos.",Metarhizium anisopliae; Beauveria bassiana; Metarhizium rileyi,highly lethal to adults of Trichogramma chilonis (a hymenopteran egg parasitoid) even at sublethal doses
"Toxicity assessment of insecticides commonly used in rice pest management to the fry of common carp, Cyprinus carpio, a food fish culturable in rice fields",10.1111/J.1439-0426.2004.00607.X,2005,chlorpyrifos,"The abstract compares the toxicity and recovery effects of chlorpyrifos and three other insecticides (dimethoate, carbaryl, and carbosulfan) on common carp fry. It states that chlorpyrifos is the most toxic and that fish exposed to carbaryl and carbosulfan recover AChE activity faster than those exposed to chlorpyrifos. It explicitly recommends carbamates, especially carbaryl, as safer alternatives in rice-cum-carp culture systems based on survival and recovery metrics.",carbaryl; carbamates,"high acute toxicity to fish (common carp fry), inhibition of brain acetylcholinesterase (AChE) enzyme activity, persistent anticholinesterase action with incomplete recovery after exposure"
"BIOSAFETY OF A BIOPESTICIDE AND SOME PESTICIDES USED ON COTTON CROP AGAINST GREEN LACEWING, CHRYSOPERLA CARNEA (STEHENS) (NEUROPTERA:CHRYSOPIDAE)",10.57182/jbiopestic.4.2.214-218,2011,chlorpyrifos,"The abstract indicates that buprofezin and spinosad are less toxic compared to chlorpyrifos, classifying chlorpyrifos as harmful and buprofezin as harmless. This suggests that buprofezin and spinosad can be considered safer alternatives to chlorpyrifos in pest management.",buprofezin; spinosad,"toxic to second instar larvae of Chrysoperla carnea, classified as harmful pesticide based on mortality percent, moderately harmful to adult Chrysoperla carnea"
"DIFFERENTIAL TOXICITY OF PYRETHROID AND ORGANOPHOSPHATE INSECTICIDES TO THE HONEY BEE, APIS MELLIFERA AND THE YELLOW FEVER MOSQUITO, AEDES AEGYPTI",10.32473/JFMCA.V68I1.129102,2021,chlorpyrifos,"The abstract indicates that chlorpyrifos is the least toxic insecticide for A. mellifera, and it compares the toxicity of other insecticides, such as Aqualuer (permethrin and PBO), which is less toxic than chlorpyrifos. This suggests that Aqualuer could be considered a safer alternative to chlorpyrifos based on its lower toxicity levels.",permethrin,"toxicity to Aedes aegypti, toxicity to Apis mellifera (honey bees), occupational hazard to beneficial insects (honey bees)"
The Potential Role of Photosensitizers in Fight against Mosquitoes: Phototoxicity of Rose Bengal Against Culex Pipiens Larvae,10.21608/bmfj.2020.119556,2020,chlorpyrifos,"The abstract compares rose bengal to chlorpyrifos and concludes that rose bengal could be used as an alternative to traditional insecticides, describing it as an eco-friendly larvicide. This implies a safety advantage over chlorpyrifos, supporting rose bengal as a safer alternative.",rose bengal,toxicity to mosquito larvae
"Topical Toxicity of Imidacloprid, Fipronil, and Seven Conventional Insecticides to the Adult Convergent Lady Beetle (Coleoptera: Coccinellidae)",10.18474/0749-8004-31.3.315,1996,chlorpyrifos,"The abstract compares the toxicity of several insecticides including chlorpyrifos, fipronil, and imidacloprid to the convergent lady beetle. It states that fipronil was the least toxic and that the order of LT50 values places fipronil as having a longer LT50 (lower toxicity) than chlorpyrifos. This indicates a safety advantage of fipronil relative to chlorpyrifos, suggesting fipronil as a safer alternative. Imidacloprid is mentioned but not clearly stated as safer than chlorpyrifos.",fipronil,toxicity to convergent lady beetle (Hippodamia convergens)
Effects of pesticides on eggs of Chrysoperla externa (Neuroptera: Chrysopidae) and consequences on subsequent development,10.25100/socolen.v38i1.8918,2012,chlorpyrifos,"The abstract mentions 'harmless products (Class 1, E < 30%)' that can be recommended for use in integrated pest management programs, which implies these products are safer alternatives to chlorpyrifos, although they are not explicitly named. The context suggests a focus on safety and preservation of the predator species, indicating a safer option compared to chlorpyrifos.",,"reduced egg viability, reduced survival of first-instar larvae"
"Advanced oxidation processes for the treatment of chlorpyrifos, dimethoate and phorate in aqueous solution",10.2166/WRD.2015.062,2016,chlorpyrifos,"The abstract discusses the treatment of chlorpyrifos using advanced oxidation processes and mentions that the UV/H2O2 technique results in the formation of fewer end products with low toxicity. This implies that UV/H2O2 could be considered a safer alternative to chlorpyrifos due to its lower toxicity in degradation products, even though chlorpyrifos itself is not directly replaced by another substance in the abstract.",,
Optimization and pharmacological evaluation of phytochemical-rich Cuscuta reflexa seed extract for its efficacy against chlorpyrifos-induced hepatotoxicity in murine models,10.1038/s41598-024-72824-y,2024,chlorpyrifos,"The abstract discusses the safety of Cuscuta reflexa seed extract (CRSE) in comparison to chlorpyrifos (CP) by indicating that CRSE is safe at a dosage of 200 mg/kg/bw and does not show significant toxicity. It suggests that CRSE can mitigate the adverse effects of CP, implying that CRSE may serve as a safer alternative to chlorpyrifos in the context of hepatotoxicity.",Cuscuta reflexa seed extract (CRSE),"hepatotoxicity, oxidative stress, health risks to farmers exposed to OP pesticides"
"Changes in haematological characteristics of a bony fish, tilapia guineensis (bleeker, 1862), exposed to common pesticides in the Niger delta wetland, Nigeria",10.4314/GJAS.V37I1.2080,2006,chlorpyrifos,"The abstract compares the effects of cypermethrin and chlorpyrifos on fish haematological parameters and notes that chlorpyrifos caused more severe depression of erythrocyte, leucocyte, and haematocrit levels than cypermethrin. This indicates cypermethrin has a less severe impact on these health indicators, suggesting a safety advantage over chlorpyrifos.",cypermethrin,"depression of erythrocyte concentration, depression of leucocyte concentration, depression of haematocrit, histological changes in erythrocyte"
Efficacy of afidopyropen against soybean aphid (Hemiptera: Aphididae) and toxicity to natural enemies.,10.1002/ps.5525,2019,chlorpyrifos,"The abstract compares afidopyropen to chlorpyrifos and other insecticides, noting that afidopyropen is effective against soybean aphid and relatively nontoxic to natural enemies, implying a safety advantage. This suggests afidopyropen is a safer alternative to chlorpyrifos due to lower toxicity to beneficial insects.",afidopyropen,
Ultrastructure deformation of flight muscles and bioenergetics changes in honey bee workers treated with pesticides,10.21608/AJNSA.2020.21369.1315,2020,chlorpyrifos,"The abstract compares the effects of chlorpyrifos (ictafos) and avermectin (broklen pure) on honey bee workers, indicating that broklen pure causes less severe damage to muscle fibers and bioenergetics than chlorpyrifos. This suggests that broklen pure is a safer alternative to chlorpyrifos due to its reduced harmful effects.",avermectin (broklen pure),"irreversible damage to flight muscle fibers, degeneration and necrosis of sarcostyles, sarcosomes, and nuclei in bee muscle cells, significant reduction in gross energy, crude fiber, and crude protein in bees, disruption of bee bioenergetics"
The effects of triflumuron against the western flower thrips (Frankliniella occidentalis (Pergande)) on pepper: an evaluation based on the analysis of population dynamics,10.1046/j.1439-0418.2003.00777.x,2003,chlorpyrifos,"The abstract explicitly states that triflumuron has a better overall action than chlorpyrifos-methyl, indicating it may be a safer alternative. This comparison suggests that triflumuron could be considered a safer option in terms of effectiveness against the target pest.",triflumuron,
Evaluation of Different Control Methods Against Citrus Rind Borer,10.53899/spjrd.v24i2.22,2019,chlorpyrifos,"The abstract compares several treatments including chemical pesticides (Chlorpyrifos + Beta-cyfluthrin) and non-chemical methods such as bagging with an ordinary net. It states that bagging is more economical and environmentally sound than the chemical pesticides, implying a safety advantage. Therefore, bagging is presented as a safer alternative to chlorpyrifos.",,
BIOEFFICACY OF F9252 (BIFENTHRIN 8% + CLOTHIANIDIN 10% SC) AGAINST INSECT PESTS OF GROUNDNUT,10.29321/maj.2020.000372,2020,chlorpyrifos,"The abstract compares the efficacy of F9252 (bifenthrin + clothianidin) against chlorpyrifos, indicating that F9252 provides effective pest control with lower doses and without causing visual phytotoxic symptoms. This suggests a safety advantage over chlorpyrifos, which is explicitly mentioned, thus indicating that F9252 is a safer alternative.",bifenthrin; clothianidin,
EFFECT OF RESIDUAL TOXICITY OF SELECTED INSECTICIDES TO THE MALAYSIAN STINGLESS BEE HETEROTRIGONA ITAMA,10.24191/ba/v3i1/34430,2019,chlorpyrifos,"The abstract indicates that Deltamethrin has a higher LC50 value compared to chlorpyrifos, suggesting it is less toxic to Heterotrigona itama. This implies that Deltamethrin could be considered a safer alternative to chlorpyrifos in terms of toxicity to this bee species.",Deltamethrin,"toxicity to stingless bee forager workers, indirect toxicity effect causing mortality in Heterotrigona itama"
"Efficacy and Residual Effect of Abamectin and Chlorpyrifos-Methyl against the Second Larval Instar of the Cotton Leafworm, Spodoptera littoralis (BOISD.) Under Field and Semi-Field Condition",10.21608/JPPP.2021.149514,2021,chlorpyrifos,"The abstract indicates that abamectin is recommended for controlling Lepidopterous pests on vegetables due to its lower negative impact on beneficial predators compared to chlorpyrifos-methyl, which caused a 100% reduction in predator populations. This suggests that abamectin is a safer alternative to chlorpyrifos-methyl, particularly in terms of environmental safety and impact on non-target species.",abamectin,"toxicity to beneficial arthropods (predators), 100% reduction of predators' population within 96 hours post application, negative impact on predator populations lasting up to 13 days"
Exposure of Workers of Ectatomma brunneum Smith (Hymenoptera: Formicidae: Ectatomminae) to ant Baits Containing Different Active Ingredients under Laboratory Conditions,10.12741/EBRASILIS.V8I1.437,2015,chlorpyrifos,"The abstract presents data on the toxicity of chlorpyrifos compared to sulfluramid and fipronil, indicating that both alternatives resulted in lower mortality rates (31.11% and 30%, respectively) compared to chlorpyrifos (35.56%). This suggests that sulfluramid and fipronil may be safer alternatives to chlorpyrifos.",sulfluramid; fipronil,toxicity to non-target insect species (Ectatomma brunneum workers)
Ozone Treatment as a Green Technology for Removing Chlorpyrifos Residues from Vegetables and Its Impact on the Quality of Vegetables,10.1080/01919512.2024.2404060,2024,chlorpyrifos,"The abstract presents ozonated water treatment as a green technology to remove chlorpyrifos residues from vegetables. It highlights that this method effectively degrades chlorpyrifos without producing the more toxic chlorpyrifos-oxon and does not adversely affect vegetable quality, implying a safety advantage. Therefore, ozonated water is indicated as a safer alternative method for reducing chlorpyrifos residues and associated health risks.",ozonated water,chlorpyrifos-oxon is more toxic than the parent chlorpyrifos
An investigation of the acaricidal activity of benzyl alcohol on Rhipicephalus annulatus and Rhipicephalus sanguineus and its synergistic or antagonistic interaction with commonly used acaricides,10.1111/mve.12698,2023,chlorpyrifos,"The abstract indicates that benzyl alcohol (BA) may be an effective alternative to commonly used acaricides, including chlorpyrifos. While it does not explicitly state that BA is safer than chlorpyrifos, it discusses its efficacy and potential benefits in combination with other acaricides, suggesting a favorable comparison in the context of tick control.",,
Comparison of Mating Disruption and Insecticide Application for Control of Peachtree Borer and Lesser Peachtree Borer (Lepidoptera: Sesiidae) in Peach,10.3390/insects11100658,2020,chlorpyrifos,"The abstract explicitly states that mating disruption is an effective non-chemical alternative to chlorpyrifos trunk sprays, indicating a safer method of pest control. This suggests that mating disruption has safety advantages over chlorpyrifos, which is an organophosphate insecticide.",,
Effects of abamectin on peachtree borers in the laboratory and in peach orchards (Lepidoptera: Sesiidae),10.18474/0749-8004-27.1.78,1992,chlorpyrifos,"The abstract states that abamectin is less effective than chlorpyrifos but warrants consideration as an alternative because it is a natural product derivative and probably poses little threat to the environment, indicating a safety advantage over chlorpyrifos.",abamectin,
Influence of diphenyl diselenide on chlorpyrifos-induced toxicity in Drosophila melanogaster.,10.1016/j.jtemb.2015.05.003,2015,chlorpyrifos,"The abstract shows that diphenyl diselenide (DPDS) treatment alone did not reduce fly survival compared to control, indicating lower toxicity than chlorpyrifos (CPF). Additionally, DPDS co-exposure reduced CPF-induced mortality, neurotoxicity, and oxidative stress, demonstrating protective effects against CPF toxicity. These findings clearly indicate DPDS as a safer alternative to chlorpyrifos.",diphenyl diselenide,"mortality, locomotor deficits, neurotoxicity, decreased acetylcholinesterase (AChE) activity, oxidative stress"
